City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
78,puerto santa,-8.9906,-78.6456,18.99,88,99,3.89,PE,1701314332
79,porbandar,21.6422,69.6093,20.99,73,0,4.12,IN,1701314332
80,petropavlovsk-kamchatsky,53.0452,158.6483,-5.12,65,75,3.58,RU,1701313743
81,vera,-29.4593,-60.2126,25.11,76,96,4.31,AR,1701314332
82,kachug,53.9606,105.8817,-15.48,81,100,0.99,RU,1701314332
83,albany,42.6001,-73.9662,-1.54,70,62,0.45,US,1701314332
84,leer,53.2316,7.461,-1.15,93,20,1.84,DE,1701314202
85,hithadhoo,-0.6,73.0833,28.06,74,100,6.0,MV,1701313782
86,namp'o,38.7375,125.4078,-2.12,49,79,6.79,KP,1701314332
87,irati,-25.4672,-50.6511,18.43,99,6,0.64,BR,1701314333
88,lompoc,34.6391,-120.4579,14.08,88,0,0.89,US,1701314278
89,invercargill,-46.4,168.35,13.34,68,73,4.92,NZ,1701314333
90,howard springs,-12.497,131.047,37.21,58,29,3.13,AU,1701314333
91,tafuna,-14.3358,-170.72,28.1,79,52,8.77,AS,1701314333
92,argostolion,38.1811,20.489,13.75,61,1,2.52,GR,1701314333
93,port alfred,-33.5906,26.891,15.58,74,9,5.06,ZA,1701314333
94,halifax,44.6453,-63.5724,-1.96,81,37,4.92,CA,1701314333
95,izyum,49.2088,37.2485,-0.66,87,98,3.35,UA,1701314314
96,ed damer,17.5928,33.9592,23.07,66,12,4.28,SD,1701314334
97,ubari,26.5921,12.7805,15.26,26,0,1.97,LY,1701314334
98,namibe,-15.1961,12.1522,23.05,86,99,2.3,AO,1701313792
99,vila velha,-20.3297,-40.2925,25.97,86,0,5.36,BR,1701314145
100,faya-largeau,17.9257,19.1043,23.02,28,4,5.93,TD,1701314334
101,iskateley,67.6803,53.1512,-13.32,93,72,4.47,RU,1701314334
102,tashir,41.1207,44.2846,0.49,53,84,4.05,AM,1701314334
103,meadow lake,34.8014,-106.5436,7.3,53,76,1.39,US,1701314334
104,turpan,42.9333,89.1667,6.03,32,11,1.02,CN,1701314334
105,vetluzhskiy,58.3902,45.4654,-10.54,98,90,1.34,RU,1701314334
106,touros,-5.1989,-35.4608,25.67,82,88,4.58,BR,1701313770
107,sakaiminato,35.55,133.2333,8.99,66,75,4.63,JP,1701314334
108,sao mateus do sul,-25.8742,-50.3828,18.23,99,3,0.67,BR,1701314335
109,ataq,14.5377,46.8319,17.39,49,31,0.84,YE,1701313796
110,laguna,38.421,-121.4238,12.23,65,0,0.0,US,1701314247
111,kingston,17.997,-76.7936,27.53,83,20,1.54,JM,1701313556
112,akaltara,22.0167,82.4333,23.53,55,64,1.55,IN,1701314335
113,zayed city,24.3768,54.589,26.67,70,40,1.54,AE,1701314335
114,bokoro,12.3807,17.0568,24.54,24,35,4.47,TD,1701314335
115,moussoro,13.6408,16.4901,24.81,22,7,4.65,TD,1701314335
116,badger,64.8,-147.5333,-11.07,88,40,0.0,US,1701314335
117,bardai,11.65,7.2333,21.69,25,19,3.86,NG,1701314335
118,serowe,-22.3833,26.7167,17.92,77,76,8.29,BW,1701314336
119,stanley,54.868,-1.6985,0.29,93,75,2.06,GB,1701314336
120,nar'yan-mar,67.6713,53.087,-13.27,93,75,4.47,RU,1701314336
121,ta`u,-14.2336,-169.5144,27.83,81,72,9.15,AS,1701313794
122,talnakh,69.4865,88.3972,-19.33,98,99,0.75,RU,1701314336
123,northam,51.0333,-4.2167,2.56,86,89,7.42,GB,1701313815
124,rudnichnyy,59.617,52.4703,-13.8,99,100,1.7,RU,1701314336
125,fauske,67.2588,15.3918,-2.9,77,100,2.95,NO,1701314336
126,filipstad,59.7124,14.1683,-3.19,89,100,3.47,SE,1701314336
127,lebu,-37.6167,-73.65,11.92,90,0,6.14,CL,1701313753
128,gobabis,-22.45,18.9667,22.1,37,15,4.67,NA,1701314337
129,atafu village,-8.5421,-172.5159,29.48,73,34,6.98,TK,1701314337
130,castillos,-34.1667,-53.8333,19.33,93,81,3.69,UY,1701314337
131,cambria,35.5641,-121.0808,13.36,92,25,0.89,US,1701314337
132,laojunmiao,39.8333,97.7333,-1.19,27,0,2.66,CN,1701313797
133,luena,-11.7833,19.9167,16.52,98,98,1.67,AO,1701314337
134,stornoway,58.2093,-6.3865,5.98,81,75,6.17,GB,1701314337
135,hermanus,-34.4187,19.2345,16.34,75,78,4.85,ZA,1701313766
136,skelleftea,64.7507,20.9528,-3.8,100,100,4.63,SE,1701314337
137,susuman,62.7833,148.1667,-22.78,100,97,0.89,RU,1701314338
138,cabo san lucas,22.8909,-109.9124,25.42,80,0,3.09,MX,1701314230
139,mil'kovo,55.6078,37.7956,-0.33,93,100,7.23,RU,1701314338
140,santa ana de yacuma,-13.75,-65.4333,24.61,89,95,2.54,BO,1701314338
141,vallenar,-28.5708,-70.7581,18.66,54,0,1.74,CL,1701314234
142,mitu,1.1983,-70.1733,22.38,98,100,0.92,CO,1701313788
143,carnarvon,-24.8667,113.6333,25.02,55,2,5.51,AU,1701313786
144,petrolina,-9.3986,-40.5008,29.03,37,0,6.17,BR,1701314045
145,shenjiamen,29.9576,122.298,12.42,64,93,8.63,CN,1701314338
146,croix-des-bouquets,18.575,-72.225,24.79,78,48,2.57,HT,1701314338
147,anadyr,64.75,177.4833,-2.72,93,75,6.0,RU,1701314338
148,ponta delgada,37.7333,-25.6667,17.33,88,75,11.32,PT,1701313750
149,lihue,21.9789,-159.3672,23.58,83,75,6.17,US,1701314328
150,kruisfontein,-34.0033,24.7314,10.4,91,25,2.89,ZA,1701313797
151,dzhambeyty,50.2536,52.595,0.19,83,89,2.69,KZ,1701314339
152,santiago de cao,-7.9589,-79.2392,19.07,88,94,3.6,PE,1701314339
153,princeville,45.7668,-61.2985,-1.99,84,0,4.63,CA,1701314339
154,pyin oo lwin,22.0333,96.4667,18.69,72,100,1.35,MM,1701314339
155,la ronge,55.1001,-105.2842,-5.53,89,99,4.16,CA,1701313797
156,gadani,25.1185,66.7299,16.12,33,22,1.93,PK,1701314339
157,tostado,-29.232,-61.7692,21.41,92,97,5.19,AR,1701314339
158,katsuren-haebaru,26.3369,127.8719,26.43,55,75,5.14,JP,1701314277
159,huarmey,-10.0681,-78.1522,19.9,85,55,3.92,PE,1701314339
160,kourou,5.1552,-52.6478,27.03,89,6,2.8,GF,1701314339
161,barcelos,41.5388,-8.6151,14.08,94,100,3.29,PT,1701314247
162,longyearbyen,78.2186,15.6401,-4.09,86,100,6.69,SJ,1701314340
163,lethem,3.3803,-59.7968,26.92,59,18,3.37,GY,1701314340
164,inarajan village,13.2736,144.7484,32.54,81,5,8.34,GU,1701314340
165,utrik,11.2278,169.8474,27.57,73,100,9.31,MH,1701314340
166,khandyga,62.6667,135.6,-26.95,96,100,2.72,RU,1701314340
167,polyarnyy,69.1989,33.4478,-1.27,95,100,5.23,RU,1701314340
168,nova sintra,14.8667,-24.7167,22.14,71,68,1.31,CV,1701313758
169,vorgashor,67.5833,63.95,-15.67,95,24,2.85,RU,1701313791
170,jamestown,42.097,-79.2353,0.77,63,100,5.66,US,1701313774
171,igarka,67.4667,86.5833,-20.63,95,96,2.79,RU,1701314341
172,keflavik,64.0049,-22.5624,3.24,93,75,3.6,IS,1701314341
173,kaa-khem,51.6833,94.7333,-20.54,97,43,0.41,RU,1701314341
174,flying fish cove,-10.4217,105.6791,28.82,65,40,5.14,CX,1701314341
175,yakeshi,49.2833,120.7333,-19.96,91,71,2.99,CN,1701314341
176,kenai,60.5544,-151.2583,2.05,92,100,9.77,US,1701314341
177,kavaratti,10.5669,72.642,28.67,73,55,4.34,IN,1701314053
178,uturoa,-16.7333,-151.4333,27.07,82,96,8.45,PF,1701313748
179,lys'va,58.1086,57.8053,-3.0,98,100,1.21,RU,1701314342
180,kununurra,-15.7667,128.7333,36.99,39,5,3.6,AU,1701314342
181,tura,25.5198,90.2201,23.14,56,0,1.0,IN,1701314342
182,bamboo flat,11.7,92.7167,29.05,74,75,4.12,IN,1701314046
183,mount isa,-20.7333,139.5,31.87,20,100,3.09,AU,1701313781
184,leava,-14.3,-178.1667,28.88,77,75,6.84,WF,1701313789
185,valdosta,30.8327,-83.2785,4.43,85,0,0.0,US,1701314343
186,midvagur,62.0511,-7.1939,3.46,81,75,9.26,FO,1701314343
187,formosa do rio preto,-11.0483,-45.1931,24.72,47,73,1.49,BR,1701314343
188,uelzen,52.9667,10.5667,-1.95,93,89,1.26,DE,1701314344
189,cockburn town,21.4612,-71.1419,26.57,79,69,6.35,TC,1701314058
190,howrah,22.5892,88.3103,24.0,83,2,2.06,IN,1701314344
191,mawu,29.5923,107.3139,10.98,80,100,1.69,CN,1701314344
192,cidreira,-30.1811,-50.2056,20.89,92,24,5.83,BR,1701314102
193,new plymouth,-39.0667,174.0833,15.17,54,28,4.82,NZ,1701313780
194,san bernardo del viento,9.3533,-75.9524,26.91,85,55,4.21,CO,1701314345
195,papao,-17.75,-149.55,29.82,87,97,10.52,PF,1701314345
196,forio,40.7342,13.8646,14.73,76,59,0.45,IT,1701314345
197,bairnsdale,-37.8333,147.6167,15.59,99,100,3.58,AU,1701313765
198,greymouth,-42.4667,171.2,13.49,67,85,3.34,NZ,1701314346
199,ujae,8.9322,165.7642,27.95,69,87,7.36,MH,1701314346
200,tolanaro,-25.0319,46.9987,24.3,79,95,1.12,MG,1701314346
201,pilona,43.35,-5.3667,12.33,96,100,1.62,ES,1701314346
202,alo,7.4178,6.7371,25.04,77,99,1.28,NG,1701314347
203,mejit,10.2753,170.8646,27.63,76,100,8.57,MH,1701313784
204,nizhnesortymskiy,62.4397,71.7603,-15.81,97,45,2.07,RU,1701314347
205,santo tome,-31.6627,-60.7653,24.43,81,98,3.32,AR,1701314347
206,viedma,-40.8135,-62.9967,16.79,77,0,6.86,AR,1701314347
207,poltavka,54.3663,71.7632,-2.44,89,95,2.83,RU,1701314348
208,juan griego,11.0817,-63.9655,25.83,86,0,5.25,VE,1701313635
209,coxim,-18.5067,-54.76,28.46,50,6,0.47,BR,1701314348
210,rajin,42.2489,130.3003,-5.15,36,0,6.84,KP,1701314348
211,saint-benoit,-21.038,55.7194,26.67,78,50,2.9,RE,1701314348
212,velikiy ustyug,60.7644,46.3106,-11.45,98,77,0.89,RU,1701314349
213,paradip garh,20.3167,86.6167,25.28,56,25,3.76,IN,1701314349
214,richards bay,-28.783,32.0377,17.3,73,19,3.76,ZA,1701314049
215,acarau,-2.8856,-40.12,26.24,79,2,4.09,BR,1701314349
216,hotan,37.0997,79.9269,3.56,28,100,1.24,CN,1701314349
217,taro,-8.3862,115.28,25.0,77,70,1.44,ID,1701314349
218,ar raqqah,35.95,39.0167,9.86,65,15,3.62,SY,1701314350
219,kushtagi,15.7667,76.2,22.43,83,65,5.03,IN,1701314350
220,benjamin hill,30.1667,-111.1,12.35,58,35,3.56,MX,1701314350
221,nikolayevsk-on-amure,53.1406,140.73,-14.29,68,16,3.67,RU,1701314350
222,mongoumba,3.6415,18.5936,21.85,96,100,0.49,CF,1701314350
223,port elizabeth,-33.918,25.5701,15.16,87,0,2.57,ZA,1701314220
224,afaahiti,-17.75,-149.2833,28.93,88,98,9.26,PF,1701314351
225,paita,-5.0892,-81.1144,20.42,80,10,4.12,PE,1701314351
226,rongelap,11.1635,166.8941,27.87,68,72,8.75,MH,1701314351
227,golden grove,-34.7833,138.7333,26.23,48,64,2.68,AU,1701314352
228,la'ie,21.6477,-157.9253,24.66,85,82,2.62,US,1701314352
229,brookings,44.3114,-96.7984,1.73,69,0,3.09,US,1701314352
230,kiboga,0.9161,31.7742,16.01,94,73,0.8,UG,1701314353
231,st. john's,47.5649,-52.7093,-0.34,90,40,8.75,CA,1701313596
232,alpine,32.835,-116.7664,12.93,86,75,0.0,US,1701314225
233,gagliano del capo,39.8442,18.3695,13.68,67,48,0.51,IT,1701314353
234,avarua,-21.2078,-159.775,27.03,69,75,5.66,CK,1701314106
235,salekhard,66.53,66.6019,-12.55,94,99,5.87,RU,1701314354
236,poxoreo,-15.8372,-54.3892,23.45,46,68,1.4,BR,1701314354
237,sao francisco,-15.9486,-44.8644,23.98,45,95,1.75,BR,1701314355
238,hadibu,12.65,54.0333,25.72,73,90,6.62,YE,1701314355
239,saudarkrokur,65.7461,-19.6394,1.64,87,100,1.59,IS,1701314355
240,constantia,44.1833,28.65,1.5,84,21,3.82,RO,1701314356
241,ancud,-41.8697,-73.8203,11.44,90,99,5.44,CL,1701314356
242,camalu,30.85,-116.0667,15.45,72,0,3.45,MX,1701314356
243,qarauyl,48.9451,79.255,4.51,39,100,5.22,KZ,1701314356
244,kirakira,-10.4544,161.9205,29.81,73,98,4.76,SB,1701314356
245,shahritus,37.2637,68.1385,10.4,88,95,0.92,TJ,1701314357
246,altamira,-3.2033,-52.2064,25.55,66,49,0.32,BR,1701314357
247,saint-philippe,-21.3585,55.7679,25.77,78,23,4.97,RE,1701314357
248,shimoda,34.6667,138.95,15.2,54,3,13.87,JP,1701314358
249,namdrik,5.5994,168.1028,28.12,77,100,6.55,MH,1701314358
250,mount gambier,-37.8333,140.7667,20.43,48,0,6.5,AU,1701313765
251,sarakhs,36.5449,61.1577,9.0,58,100,3.25,IR,1701314361
252,east london,-33.0153,27.9116,13.52,88,40,2.06,ZA,1701314361
253,novyy urengoy,66.0833,76.6333,-10.92,95,100,4.99,RU,1701314362
254,hassi messaoud,31.6804,6.0729,15.28,19,3,3.62,DZ,1701314362
255,gulf shores,30.246,-87.7008,12.22,52,96,3.47,US,1701314363
256,sainte-anne,16.2333,-61.3667,24.54,100,75,0.51,GP,1701314363
257,mbake,14.7903,-15.908,21.89,21,3,4.01,SN,1701314363
258,kavalerovo,44.2661,135.0572,-16.36,62,81,6.8,RU,1701314364
259,bikenibeu village,1.3673,173.1241,30.98,70,75,3.09,KI,1701314364
260,palmer,42.1584,-72.3287,-1.35,62,75,3.09,US,1701314156
261,chibougamau,49.9168,-74.3659,-8.21,93,100,4.12,CA,1701314087
262,labrador city,52.9463,-66.9114,-24.05,77,0,2.57,CA,1701314365
263,jahazpur,25.6167,75.2833,20.89,58,65,1.81,IN,1701314365
264,letlhakeng,-24.0944,25.0298,21.51,53,46,3.14,BW,1701314365
265,cole harbour,44.6724,-63.4751,-2.25,81,29,4.92,CA,1701314366
266,floro,61.5996,5.0328,-1.02,59,100,3.09,NO,1701313787
267,hamilton,39.1834,-84.5333,4.35,77,0,2.57,US,1701314366
268,bandar-e lengeh,26.5579,54.8807,20.06,73,8,3.09,IR,1701314366
269,at taj,24.2049,23.2857,14.35,35,6,2.69,LY,1701313767
270,fontanelas,38.8472,-9.4372,17.31,98,95,5.06,PT,1701314367
271,calama,-22.4667,-68.9333,14.27,19,0,2.06,CL,1701314262
272,zeya,53.75,127.2667,-11.95,48,5,1.48,RU,1701314099
273,holualoa,19.6228,-155.9522,27.1,71,75,8.75,US,1701314368
274,manismata,-2.4667,111.0333,31.73,61,91,1.59,ID,1701314368
275,tvoroyri,61.5556,-6.8111,5.98,69,98,12.61,FO,1701314368
276,port saint john's,-31.6229,29.5448,15.69,78,33,2.14,ZA,1701313794
277,pimentel,-6.8367,-79.9342,20.16,83,0,6.17,PE,1701314369
278,sarai,53.7458,41.0213,1.77,99,100,5.78,RU,1701314369
279,mana,5.6592,-53.7767,25.43,86,1,3.59,GF,1701313792
280,fort morgan,40.2503,-103.8,5.36,45,6,1.86,US,1701314370
281,kailua-kona,19.6406,-155.9956,29.17,70,75,8.75,US,1701314086
282,lido di ostia,41.7321,12.2765,13.71,60,40,5.66,IT,1701314370
283,severo-yeniseyskiy,60.3725,93.0408,-12.46,98,100,0.89,RU,1701313816
284,lautoka,-17.6167,177.4667,30.92,66,40,6.69,FJ,1701313609
285,suoyarvi,62.0833,32.35,-10.42,96,95,3.38,RU,1701314371
286,huilong,31.8111,121.655,10.0,48,25,6.57,CN,1701314371
